,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT
2014-07-30,0.0026,0.0056,0.0082,0.003,0.0076,0.0117
2014-07-31,0.0022,0.0048,0.0079,0.0039,0.0069,0.0116
2014-08-01,0.002,0.0043,0.0069,0.0035,0.0075,0.0105
2014-08-04,0.0023,0.0043,0.0065,0.0037,0.0072,0.0112
2014-08-05,0.0032,0.0055,0.0075,0.0031,0.0067,0.0103
2014-08-06,0.0039,0.0072,0.0094,0.0018,0.0049,0.0086
2014-08-07,0.0019,0.0059,0.0091,0.0027,0.0045,0.0076
2014-08-08,0.0019,0.0038,0.0077,0.005,0.0077,0.0096
2014-08-11,0.0021,0.0039,0.0059,0.0034,0.0085,0.0112
2014-08-12,0.002,0.0041,0.006,0.0025,0.006,0.011
2014-08-13,0.0019,0.0039,0.006,0.0024,0.005,0.0084
2014-08-14,0.0026,0.0045,0.0066,0.0034,0.0059,0.0084
2014-08-15,0.0026,0.0053,0.0072,0.006,0.0094,0.0119
2014-08-18,0.0025,0.0051,0.0078,0.0045,0.0105,0.0139
2014-08-19,0.0037,0.0062,0.0088,0.0038,0.0082,0.0143
2014-08-20,0.0035,0.0072,0.0097,0.0036,0.0074,0.0119
2014-08-21,0.003,0.0066,0.0103,0.0036,0.0072,0.011
2014-08-22,0.0025,0.0056,0.0091,0.0033,0.0069,0.0105
2014-08-25,0.0035,0.006,0.0091,0.003,0.0063,0.0099
2014-08-26,0.004,0.0075,0.0101,0.0023,0.0053,0.0086
2014-08-27,0.002,0.0061,0.0096,0.0061,0.0084,0.0115
2014-08-28,0.0042,0.0063,0.0103,0.0032,0.0094,0.0117
2014-08-29,0.0049,0.0091,0.0112,0.0025,0.0057,0.0119
2014-09-02,0.004,0.0089,0.0131,0.0026,0.0051,0.0083
2014-09-03,0.0023,0.0063,0.0112,0.0039,0.0065,0.009
2014-09-04,0.0029,0.0052,0.0092,0.0032,0.007,0.0097
2014-09-05,0.0039,0.0068,0.0091,0.0029,0.0061,0.01
2014-09-08,0.0027,0.0066,0.0095,0.0039,0.0068,0.01
2014-09-09,0.0022,0.005,0.0089,0.0051,0.009,0.0119
2014-09-10,0.0019,0.0041,0.0069,0.0028,0.0079,0.0118
2014-09-11,0.0023,0.0042,0.0064,0.0037,0.0065,0.0116
2014-09-12,0.0041,0.0064,0.0083,0.0064,0.0101,0.0129
2014-09-15,0.0029,0.0071,0.0094,0.0043,0.0107,0.0144
2014-09-16,0.0019,0.0048,0.009,0.0033,0.0076,0.0141
2014-09-17,0.0035,0.0054,0.0084,0.0056,0.0089,0.0133
2014-09-18,0.0035,0.007,0.0089,0.0065,0.0121,0.0154
2014-09-19,0.0029,0.0063,0.0099,0.0133,0.0199,0.0256
2014-09-22,0.0025,0.0054,0.0089,0.0066,0.02,0.0266
2014-09-23,0.0018,0.0042,0.0071,0.0044,0.011,0.0245
2014-09-24,0.0027,0.0044,0.0069,0.0022,0.0066,0.0132
2014-09-25,0.0026,0.0053,0.0071,0.0022,0.0043,0.0088
2014-09-26,0.0017,0.0043,0.007,0.002,0.0042,0.0063
2014-09-29,0.0018,0.0035,0.0061,0.002,0.004,0.0062
2014-09-30,0.004,0.0058,0.0075,0.0045,0.0065,0.0085
2014-10-01,0.0019,0.0058,0.0077,0.0037,0.0082,0.0102
2014-10-02,0.0014,0.0033,0.0073,0.0035,0.0073,0.0118
2014-10-03,0.0026,0.004,0.0059,0.0029,0.0064,0.0102
2014-10-06,0.0022,0.0047,0.0061,0.0034,0.0064,0.0099
2014-10-07,0.0022,0.0044,0.0069,0.0032,0.0067,0.0096
2014-10-08,0.0013,0.0035,0.0056,0.0012,0.0044,0.0079
2014-10-09,0.0032,0.0045,0.0067,0.0022,0.0034,0.0066
2014-10-10,0.0028,0.0059,0.0072,0.0017,0.0038,0.0051
2014-10-13,0.002,0.0048,0.008,0.0022,0.0039,0.006
2014-10-14,0.0024,0.0044,0.0072,0.0029,0.0051,0.0067
2014-10-15,0.0016,0.004,0.006,0.0025,0.0054,0.0076
2014-10-16,0.0021,0.0037,0.0061,0.0032,0.0058,0.0086
2014-10-17,0.0021,0.0042,0.0059,0.002,0.0052,0.0077
2014-10-20,0.0028,0.0049,0.007,0.0014,0.0034,0.0066
2014-10-21,0.0036,0.0065,0.0086,0.0026,0.004,0.006
2014-10-22,0.0032,0.0069,0.0097,0.0025,0.0051,0.0065
2014-10-23,0.0034,0.0066,0.0103,0.0029,0.0054,0.0081
2014-10-24,0.0034,0.0068,0.01,0.0021,0.0051,0.0076
2014-10-27,0.0031,0.0065,0.0098,0.0047,0.0069,0.0099
2014-10-28,0.0023,0.0054,0.0088,0.0023,0.0071,0.0092
2014-10-29,0.0036,0.0059,0.0089,0.0051,0.0074,0.0122
2014-10-30,0.0019,0.0055,0.0078,0.0033,0.0084,0.0107
2014-10-31,0.0037,0.0056,0.0092,0.0043,0.0076,0.0128
2014-11-03,0.0016,0.0053,0.0072,0.0019,0.0062,0.0095
2014-11-04,0.0017,0.0033,0.007,0.0027,0.0046,0.0089
2014-11-05,0.0023,0.0039,0.0055,0.0021,0.0048,0.0067
2014-11-06,0.0023,0.0046,0.0063,0.0018,0.0039,0.0067
2014-11-07,0.003,0.0053,0.0076,0.0028,0.0046,0.0067
2014-11-10,0.0028,0.0058,0.0082,0.0038,0.0066,0.0084
2014-11-11,0.0013,0.0042,0.0072,0.0048,0.0086,0.0114
2014-11-12,0.0015,0.0028,0.0056,0.0035,0.0084,0.0122
2014-11-13,0.0022,0.0037,0.005,0.0016,0.0052,0.01
2014-11-14,0.0009,0.0031,0.0046,0.0028,0.0045,0.008
2014-11-17,0.0009,0.0018,0.004,0.0033,0.0061,0.0078
2014-11-18,0.0017,0.0026,0.0035,0.0023,0.0057,0.0085
2014-11-19,0.0015,0.0032,0.0041,0.0019,0.0042,0.0076
2014-11-20,0.0015,0.003,0.0047,0.0014,0.0033,0.0057
2014-11-21,0.0027,0.0042,0.0058,0.0018,0.0032,0.0051
2014-11-24,0.0015,0.0042,0.0057,0.0034,0.0051,0.0066
2014-11-25,0.0023,0.0038,0.0066,0.0032,0.0066,0.0083
2014-11-26,0.0022,0.0046,0.0061,0.0021,0.0053,0.0087
2014-11-28,0.0013,0.0036,0.0059,0.0021,0.0043,0.0074
2014-12-01,0.0007,0.0021,0.0043,0.0016,0.0037,0.0058
2014-12-02,0.0013,0.0021,0.0034,0.0018,0.0034,0.0055
2014-12-03,0.0024,0.0038,0.0045,0.002,0.0038,0.0053
2014-12-04,0.0016,0.0041,0.0054,0.002,0.0039,0.0057
2014-12-05,0.0019,0.0036,0.006,0.0027,0.0047,0.0067
2014-12-08,0.0014,0.0033,0.0049,0.0017,0.0045,0.0064
2014-12-09,0.0007,0.0021,0.004,0.0015,0.0033,0.006
2014-12-10,0.001,0.0017,0.0031,0.0018,0.0034,0.0051
2014-12-11,0.0012,0.0022,0.0029,0.0015,0.0033,0.0049
2014-12-12,0.0018,0.003,0.004,0.0018,0.0034,0.0052
2014-12-15,0.0009,0.0027,0.0039,0.0015,0.0034,0.0049
2014-12-16,0.0011,0.002,0.0038,0.0023,0.0038,0.0057
2014-12-17,0.0011,0.0022,0.0031,0.0017,0.004,0.0055
2014-12-18,0.0018,0.0029,0.004,0.0017,0.0034,0.0057
2014-12-19,0.004,0.0058,0.0069,0.0038,0.0055,0.0072
2014-12-22,0.002,0.0059,0.0078,0.0036,0.0074,0.0091
2014-12-23,0.0021,0.004,0.008,0.002,0.0055,0.0094
2014-12-24,0.0014,0.0035,0.0055,0.0012,0.0031,0.0067
2014-12-26,0.0009,0.0023,0.0043,0.0013,0.0024,0.0044
2014-12-29,0.0018,0.0026,0.0041,0.0015,0.0028,0.004
2014-12-30,0.0011,0.0029,0.0038,0.0012,0.0027,0.004
2014-12-31,0.001,0.0022,0.004,0.0012,0.0024,0.0039
2015-01-02,0.0008,0.0019,0.003,0.0018,0.003,0.0042
2015-01-05,0.0013,0.0022,0.0032,0.0045,0.0062,0.0075
2015-01-06,0.0014,0.0028,0.0036,0.0017,0.0062,0.0079
2015-01-07,0.0017,0.0031,0.0044,0.0015,0.0032,0.0077
2015-01-08,0.001,0.0026,0.0041,0.0015,0.003,0.0047
2015-01-09,0.0011,0.0021,0.0038,0.0014,0.0029,0.0044
2015-01-12,0.0009,0.0021,0.0031,0.0011,0.0025,0.004
2015-01-13,0.0012,0.0021,0.0033,0.0011,0.0022,0.0036
2015-01-14,0.0015,0.0027,0.0037,0.0025,0.0036,0.0047
2015-01-15,0.0013,0.0028,0.004,0.0018,0.0043,0.0054
2015-01-16,0.0021,0.0034,0.0049,0.0015,0.0034,0.0058
2015-01-20,0.0012,0.0033,0.0045,0.0017,0.0032,0.005
2015-01-21,0.0011,0.0023,0.0044,0.003,0.0046,0.0062
2015-01-22,0.0011,0.0023,0.0034,0.0016,0.0046,0.0063
2015-01-23,0.0013,0.0025,0.0036,0.0023,0.0039,0.0069
2015-01-26,0.0024,0.0038,0.0049,0.0024,0.0047,0.0063
2015-01-27,0.002,0.0044,0.0058,0.0073,0.0097,0.012
2015-01-28,0.0039,0.0059,0.0083,0.0027,0.01,0.0124
2015-01-29,0.0014,0.0053,0.0073,0.002,0.0047,0.012
2015-01-30,0.002,0.0034,0.0073,0.0031,0.0051,0.0078
2015-02-02,0.0013,0.0032,0.0046,0.0018,0.0049,0.0069
2015-02-03,0.0023,0.0036,0.0056,0.0026,0.0044,0.0075
2015-02-04,0.0021,0.0045,0.0058,0.0022,0.0048,0.0066
2015-02-05,0.0028,0.005,0.0073,0.0021,0.0043,0.0069
2015-02-06,0.0016,0.0044,0.0066,0.0025,0.0046,0.0068
2015-02-09,0.0017,0.0034,0.0062,0.0028,0.0053,0.0074
2015-02-10,0.0019,0.0037,0.0053,0.0022,0.005,0.0075
2015-02-11,0.0019,0.0038,0.0055,0.004,0.0062,0.009
2015-02-12,0.0027,0.0046,0.0065,0.0025,0.0065,0.0088
2015-02-13,0.0022,0.0049,0.0068,0.0025,0.005,0.009
2015-02-17,0.0022,0.0044,0.0071,0.0018,0.0043,0.0068
2015-02-18,0.0022,0.0045,0.0067,0.0039,0.0057,0.0082
2015-02-19,0.0038,0.006,0.0083,0.0024,0.0063,0.0081
2015-02-20,0.0022,0.006,0.0082,0.0021,0.0045,0.0084
2015-02-23,0.0013,0.0035,0.0073,0.0026,0.0047,0.0071
2015-02-24,0.002,0.0034,0.0056,0.0029,0.0055,0.0076
2015-02-25,0.0016,0.0037,0.005,0.0045,0.0074,0.01
2015-02-26,0.0013,0.0029,0.005,0.0037,0.0082,0.0112
2015-02-27,0.002,0.0033,0.0049,0.0028,0.0065,0.011
2015-03-02,0.0017,0.0037,0.005,0.0022,0.0049,0.0087
2015-03-03,0.0017,0.0034,0.0054,0.0019,0.004,0.0068
2015-03-04,0.0018,0.0035,0.0052,0.0033,0.0052,0.0073
2015-03-05,0.0013,0.0031,0.0049,0.0023,0.0056,0.0075
2015-03-06,0.0017,0.0031,0.0049,0.0016,0.0039,0.0072
2015-03-09,0.0013,0.0031,0.0044,0.0014,0.003,0.0053
2015-03-10,0.0014,0.0028,0.0045,0.0025,0.0039,0.0055
2015-03-11,0.0018,0.0033,0.0046,0.0025,0.005,0.0064
2015-03-12,0.0009,0.0027,0.0041,0.0032,0.0057,0.0082
2015-03-13,0.0012,0.0021,0.0039,0.0025,0.0057,0.0082
2015-03-16,0.001,0.0023,0.0031,0.0038,0.0064,0.0096
2015-03-17,0.0019,0.003,0.0042,0.0018,0.0056,0.0082
